"Region","Org Code","Provider name","Modality","Total_Scans","RequestToTest_Days","TestToReport_Days","Total_Turnaround_Days"
"Y59","RA2","Royal Surrey County Hospital NHS Foundation Trust","Positron Emission Tomography","5.0","25.0","1.0","26.0"
"Y59","RA2","Royal Surrey County Hospital NHS Foundation Trust","Single Photon Emission Computerized Tomography","1780.0","24.0","3.0","27.0"
"Y59","NT3","Spire Healthcare","Computerized Axial Tomography","1330.0","6.0","3.0","9.0"
"Y59","NT3","Spire Healthcare","Diagnostic Ultrasonography","2730.0","18.0","0.0","18.0"
"Y59","NT3","Spire Healthcare","Fluoroscopy","2620.0","1.0","7.0","8.0"
"Y59","NT3","Spire Healthcare","Magnetic Resonance Imaging","9730.0","16.0","3.0","19.0"
"Y59","NT3","Spire Healthcare","Plain Radiography","8170.0","0.0","2.0","2.0"
"Y59","RTP","Surrey and Sussex Healthcare NHS Trust","Computerized Axial Tomography","10925.0","0.0","0.0","0.0"
"Y59","RTP","Surrey and Sussex Healthcare NHS Trust","Diagnostic Ultrasonography","12215.0","17.0","0.0","17.0"
"Y59","RTP","Surrey and Sussex Healthcare NHS Trust","Fluoroscopy","560.0","0.0","0.0","0.0"
"Y59","RTP","Surrey and Sussex Healthcare NHS Trust","Magnetic Resonance Imaging","5035.0","6.0","3.0","9.0"
"Y59","RTP","Surrey and Sussex Healthcare NHS Trust","Nuclear Medicine Procedure","370.0","20.0","3.0","23.0"
"Y59","RTP","Surrey and Sussex Healthcare NHS Trust","Plain Radiography","25645.0","0.0","2.0","2.0"
"Y59","RTP","Surrey and Sussex Healthcare NHS Trust","Single Photon Emission Computerized Tomography","25.0","32.0","1.0","33.0"
"Y59","RDR","Sussex Community NHS Foundation Trust","Diagnostic Ultrasonography","11200.0","28.0","0.0","28.0"
"Y59","RDR","Sussex Community NHS Foundation Trust","Plain Radiography","42480.0","3.0","0.0","3.0"
"Y59","RHM","University Hospital Southampton NHS Foundation Trust","Computerized Axial Tomography","76060.0","1.0","0.0","1.0"
"Y59","RHM","University Hospital Southampton NHS Foundation Trust","Diagnostic Ultrasonography","105150.0","15.0","0.0","15.0"
"Y59","RHM","University Hospital Southampton NHS Foundation Trust","Fluoroscopy","22050.0","0.0","0.0","0.0"
"Y59","RHM","University Hospital Southampton NHS Foundation Trust","Magnetic Resonance Imaging","54660.0","21.0","4.0","25.0"
"Y59","RHM","University Hospital Southampton NHS Foundation Trust","Nuclear Medicine Procedure","2815.0","46.0","5.0","51.0"
"Y59","RHM","University Hospital Southampton NHS Foundation Trust","Plain Radiography","194885.0","0.0","1.0","1.0"
"Y59","RHM","University Hospital Southampton NHS Foundation Trust","Positron Emission Tomography","2445.0","13.0","2.0","15.0"
"Y59","RHM","University Hospital Southampton NHS Foundation Trust","Single Photon Emission Computerized Tomography","2475.0","29.0","5.0","34.0"
"Y59","RYR","University Hospitals Sussex NHS Foundation Trust","Computerized Axial Tomography","149210.0","1.0","0.0","1.0"
"Y59","RYR","University Hospitals Sussex NHS Foundation Trust","Diagnostic Ultrasonography","168800.0","22.0","0.0","22.0"
"Y59","RYR","University Hospitals Sussex NHS Foundation Trust","Fluoroscopy","11465.0","1.0","0.0","1.0"
"Y59","RYR","University Hospitals Sussex NHS Foundation Trust","Magnetic Resonance Imaging","76220.0","15.0","7.0","22.0"
"Y59","RYR","University Hospitals Sussex NHS Foundation Trust","Nuclear Medicine Procedure","7295.0","43.0","2.0","45.0"
"Y59","RYR","University Hospitals Sussex NHS Foundation Trust","Plain Radiography","347275.0","0.0","1.0","1.0"
"Y59","RYR","University Hospitals Sussex NHS Foundation Trust","Positron Emission Tomography","5860.0","10.0","1.0","11.0"
"Y59","RYR","University Hospitals Sussex NHS Foundation Trust","Single Photon Emission Computerized Tomography","845.0","40.5","3.0","43.5"
"Y60","NT9","Alliance Medical","Computerized Axial Tomography","3140.0","5.0","7.0","12.0"
"Y60","NT9","Alliance Medical","Magnetic Resonance Imaging","815.0","115.0","3.0","118.0"
"Y60","NT9","Alliance Medical","Positron Emission Tomography","22350.0","8.0","3.0","11.0"
"Y60","RQ3","Birmingham Women's and Children's NHS Foundation Trust","Computerized Axial Tomography","4145.0","1.0","0.0","1.0"
"Y60","RQ3","Birmingham Women's and Children's NHS Foundation Trust","Diagnostic Ultrasonography","92150.0","0.0","0.0","0.0"
"Y60","RQ3","Birmingham Women's and Children's NHS Foundation Trust","Fluoroscopy","4750.0","0.0","0.0","0.0"
"Y60","RQ3","Birmingham Women's and Children's NHS Foundation Trust","Magnetic Resonance Imaging","17610.0","14.0","12.0","26.0"
"Y60","RQ3","Birmingham Women's and Children's NHS Foundation Trust","Medical Photography","7115.0","0.0","8.0","8.0"
"Y60","RQ3","Birmingham Women's and Children's NHS Foundation Trust","Nuclear Medicine Procedure","520.0","42.0","1.0","43.0"
"Y60","RQ3","Birmingham Women's and Children's NHS Foundation Trust","Plain Radiography","37770.0","0.0","1.0","1.0"
"Y60","RQ3","Birmingham Women's and Children's NHS Foundation Trust","Single Photon Emission Computerized Tomography","25.0","34.0","1.5","35.5"
"Y60","RFS","Chesterfield Royal Hospital NHS Foundation Trust","Computerized Axial Tomography","32445.0","0.0","0.0","0.0"
"Y60","RFS","Chesterfield Royal Hospital NHS Foundation Trust","Diagnostic Ultrasonography","49535.0","13.0","0.0","13.0"
"Y60","RFS","Chesterfield Royal Hospital NHS Foundation Trust","Fluoroscopy","4015.0","0.0","0.0","0.0"
"Y60","RFS","Chesterfield Royal Hospital NHS Foundation Trust","Magnetic Resonance Imaging","19235.0","7.0","8.0","15.0"
"Y60","RFS","Chesterfield Royal Hospital NHS Foundation Trust","Nuclear Medicine Procedure","1440.0","11.0","2.0","13.0"
"Y60","RFS","Chesterfield Royal Hospital NHS Foundation Trust","Plain Radiography","120940.0","0.0","5.0","5.0"
"Y60","RFS","Chesterfield Royal Hospital NHS Foundation Trust","Single Photon Emission Computerized Tomography","20.0","17.0","2.0","19.0"
"Y60","NT4","Circle Health Group Limited","Computerized Axial Tomography","1350.0","7.0","2.0","9.0"
"Y60","NT4","Circle Health Group Limited","Diagnostic Ultrasonography","2215.0","14.0","0.0","14.0"
"Y60","NT4","Circle Health Group Limited","Fluoroscopy","70.0","19.0","0.0","19.0"
"Y60","NT4","Circle Health Group Limited","Magnetic Resonance Imaging","6965.0","12.0","2.0","14.0"
"Y60","NT4","Circle Health Group Limited","Plain Radiography","810.0","0.0","1.0","1.0"
"Y60","RLT","George Eliot Hospital NHS Trust","Computerized Axial Tomography","29640.0","1.0","0.0","1.0"
"Y60","RLT","George Eliot Hospital NHS Trust","Diagnostic Ultrasonography","51155.0","13.0","0.0","13.0"
"Y60","RLT","George Eliot Hospital NHS Trust","Fluoroscopy","1080.0","3.0","0.0","3.0"
"Y60","RLT","George Eliot Hospital NHS Trust","Magnetic Resonance Imaging","18485.0","15.0","0.0","15.0"
"Y60","RLT","George Eliot Hospital NHS Trust","Plain Radiography","85005.0","0.0","0.0","0.0"
"Y60","NYR","Healthshare Diagnostics","Diagnostic Ultrasonography","17895.0","21.0","0.0","21.0"
"Y60","NYR","Healthshare Diagnostics","Plain Radiography","725.0","35.0","1.0","36.0"
"Y60","NV1","Inhealth Limited","Diagnostic Ultrasonography","5630.0","28.0","0.0","28.0"
"Y60","RNQ","Kettering General Hospital NHS Foundation Trust","Computerized Axial Tomography","43405.0","0.0","0.0","0.0"
"Y60","RNQ","Kettering General Hospital NHS Foundation Trust","Diagnostic Ultrasonography","65115.0","16.0","0.0","16.0"
"Y60","RNQ","Kettering General Hospital NHS Foundation Trust","Fluoroscopy","1545.0","2.0","0.0","2.0"
"Y60","RNQ","Kettering General Hospital NHS Foundation Trust","Magnetic Resonance Imaging","17040.0","15.0","5.0","20.0"
"Y60","RNQ","Kettering General Hospital NHS Foundation Trust","Nuclear Medicine Procedure","895.0","14.0","0.0","14.0"
"Y60","RNQ","Kettering General Hospital NHS Foundation Trust","Plain Radiography","138100.0","0.0","1.0","1.0"
"Y60","RNQ","Kettering General Hospital NHS Foundation Trust","Positron Emission Tomography","920.0","7.0","3.0","10.0"
"Y60","RNQ","Kettering General Hospital NHS Foundation Trust","Single Photon Emission Computerized Tomography","100.0","62.0","1.0","63.0"
"Y60","RNS","Northampton General Hospital NHS Trust","Computerized Axial Tomography","55910.0","1.0","0.0","1.0"
"Y60","RNS","Northampton General Hospital NHS Trust","Diagnostic Ultrasonography","60905.0","24.0","0.0","24.0"
"Y60","RNS","Northampton General Hospital NHS Trust","Fluoroscopy","7780.0","3.0","0.0","3.0"
"Y60","RNS","Northampton General Hospital NHS Trust","Magnetic Resonance Imaging","28420.0","25.0","3.0","28.0"
"Y60","RNS","Northampton General Hospital NHS Trust","Nuclear Medicine Procedure","3155.0","62.0","0.0","62.0"
"Y60","RNS","Northampton General Hospital NHS Trust","Plain Radiography","133570.0","0.0","2.0","2.0"
"Y60","RNS","Northampton General Hospital NHS Trust","Positron Emission Tomography","1630.0","6.0","2.0","8.0"
"Y60","RNS","Northampton General Hospital NHS Trust","Single Photon Emission Computerized Tomography","555.0","7.0","0.0","7.0"
"Y60","RX1","Nottingham University Hospitals NHS Trust","Computerized Axial Tomography","129410.0","0.0","0.0","0.0"
"Y60","RX1","Nottingham University Hospitals NHS Trust","Diagnostic Ultrasonography","118625.0","10.0","0.0","10.0"
"Y60","RX1","Nottingham University Hospitals NHS Trust","Fluoroscopy","18490.0","0.0","0.0","0.0"
"Y60","RX1","Nottingham University Hospitals NHS Trust","Magnetic Resonance Imaging","65935.0","28.0","2.0","30.0"
"Y60","RX1","Nottingham University Hospitals NHS Trust","Nuclear Medicine Procedure","4675.0","19.0","0.0","19.0"
"Y60","RX1","Nottingham University Hospitals NHS Trust","Plain Radiography","277565.0","0.0","0.0","0.0"
"Y60","RX1","Nottingham University Hospitals NHS Trust","Positron Emission Tomography","5045.0","12.0","2.0","14.0"
"Y60","RX1","Nottingham University Hospitals NHS Trust","Single Photon Emission Computerized Tomography","55.0","42.0","0.0","42.0"
"Y60","NT2","Nuffield Health","Computerized Axial Tomography","210.0","7.0","1.0","8.0"
"Y60","NT2","Nuffield Health","Diagnostic Ultrasonography","815.0","15.0","0.0","15.0"
"Y60","NT2","Nuffield Health","Fluoroscopy","560.0","21.0","0.0","21.0"
"Y60","NT2","Nuffield Health","Magnetic Resonance Imaging","2045.0","10.0","1.0","11.0"
"Y60","NT2","Nuffield Health","Plain Radiography","7085.0","0.0","0.0","0.0"
"Y60","NTP","Practice Plus Group Holdings","Plain Radiography","6485.0","41.0","2.0","43.0"
"Y60","NVC","Ramsay Health Care UK Operations Limited","Computerized Axial Tomography","2445.0","5.0","3.0","8.0"
"Y60","NVC","Ramsay Health Care UK Operations Limited","Diagnostic Ultrasonography","9870.0","14.0","0.0","14.0"
"Y60","NVC","Ramsay Health Care UK Operations Limited","Fluoroscopy","3920.0","0.0","0.0","0.0"
"Y60","NVC","Ramsay Health Care UK Operations Limited","Magnetic Resonance Imaging","8795.0","7.0","4.0","11.0"
"Y60","NVC","Ramsay Health Care UK Operations Limited","Nuclear Medicine Procedure","5.0","0.0","0.0","0.0"
"Y60","NVC","Ramsay Health Care UK Operations Limited","Plain Radiography","15355.0","0.0","0.0","0.0"
"Y60","RXK","Sandwell and West Birmingham Hospitals NHS Trust","Computerized Axial Tomography","59785.0","0.0","0.0","0.0"
"Y60","RXK","Sandwell and West Birmingham Hospitals NHS Trust","Diagnostic Ultrasonography","97310.0","1.0","0.0","1.0"
"Y60","RXK","Sandwell and West Birmingham Hospitals NHS Trust","Fluoroscopy","7880.0","0.0","0.0","0.0"
"Y60","RXK","Sandwell and West Birmingham Hospitals NHS Trust","Magnetic Resonance Imaging","39585.0","2.0","9.0","11.0"
"Y60","RXK","Sandwell and West Birmingham Hospitals NHS Trust","Nuclear Medicine Procedure","3965.0","13.0","5.0","18.0"
"Y60","RXK","Sandwell and West Birmingham Hospitals NHS Trust","Plain Radiography","156495.0","0.0","7.0","7.0"
"Y60","RXK","Sandwell and West Birmingham Hospitals NHS Trust","Positron Emission Tomography","485.0","0.0","6.0","6.0"
"Y60","RXK","Sandwell and West Birmingham Hospitals NHS Trust","Single Photon Emission Computerized Tomography","890.0","0.0","0.0","0.0"
"Y60","RK5","Sherwood Forest Hospitals NHS Foundation Trust","Computerized Axial Tomography","58915.0","0.0","0.0","0.0"
"Y60","RK5","Sherwood Forest Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","81310.0","17.0","0.0","17.0"
"Y60","RK5","Sherwood Forest Hospitals NHS Foundation Trust","Fluoroscopy","6135.0","0.0","0.0","0.0"
"Y60","RK5","Sherwood Forest Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","23430.0","8.0","2.0","10.0"
"Y60","RK5","Sherwood Forest Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","1525.0","19.0","2.0","21.0"
"Y60","RK5","Sherwood Forest Hospitals NHS Foundation Trust","Plain Radiography","156345.0","0.0","1.0","1.0"
"Y60","RK5","Sherwood Forest Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","45.0","76.0","1.0","77.0"
"Y60","R1D","Shropshire Community Health NHS Trust","Plain Radiography","2690.0","21.0","13.0","34.0"
"Y60","RJC","South Warwickshire University NHS Foundation Trust","Computerized Axial Tomography","35305.0","2.0","0.0","2.0"
"Y60","RJC","South Warwickshire University NHS Foundation Trust","Diagnostic Ultrasonography","80350.0","27.0","0.0","27.0"
"Y60","RJC","South Warwickshire University NHS Foundation Trust","Fluoroscopy","2705.0","9.0","0.0","9.0"
"Y60","RJC","South Warwickshire University NHS Foundation Trust","Magnetic Resonance Imaging","20545.0","29.0","4.0","33.0"
"Y60","RJC","South Warwickshire University NHS Foundation Trust","Plain Radiography","133250.0","0.0","4.0","4.0"
"Y60","NT3","Spire Healthcare","Computerized Axial Tomography","700.0","10.0","3.0","13.0"
"Y60","NT3","Spire Healthcare","Diagnostic Ultrasonography","4390.0","21.0","0.0","21.0"
"Y60","NT3","Spire Healthcare","Fluoroscopy","1230.0","6.0","7.0","13.0"
"Y60","NT3","Spire Healthcare","Magnetic Resonance Imaging","4020.0","13.0","1.0","14.0"
"Y60","NT3","Spire Healthcare","Plain Radiography","10950.0","0.0","1.0","1.0"
"Y60","RNA","The Dudley Group NHS Foundation Trust","Computerized Axial Tomography","51100.0","1.0","0.0","1.0"
"Y60","RNA","The Dudley Group NHS Foundation Trust","Diagnostic Ultrasonography","106845.0","20.0","0.0","20.0"
"Y60","RNA","The Dudley Group NHS Foundation Trust","Fluoroscopy","6080.0","1.0","0.0","1.0"
"Y60","RNA","The Dudley Group NHS Foundation Trust","Magnetic Resonance Imaging","28155.0","24.0","3.0","27.0"
"Y60","RNA","The Dudley Group NHS Foundation Trust","Nuclear Medicine Procedure","2735.0","21.0","1.0","22.0"
"Y60","RNA","The Dudley Group NHS Foundation Trust","Plain Radiography","151580.0","0.0","1.0","1.0"
"Y60","RNA","The Dudley Group NHS Foundation Trust","Positron Emission Tomography","","","",""
"Y60","RNA","The Dudley Group NHS Foundation Trust","Single Photon Emission Computerized Tomography","520.0","36.0","3.0","39.0"
"Y60","RL1","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","Computerized Axial Tomography","5100.0","30.0","1.0","31.0"
"Y60","RL1","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","Diagnostic Ultrasonography","10970.0","35.0","0.0","35.0"
"Y60","RL1","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","Fluoroscopy","3995.0","1.0","0.0","1.0"
"Y60","RL1","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","Magnetic Resonance Imaging","15955.0","28.0","3.0","31.0"
"Y60","RL1","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","Nuclear Medicine Procedure","","","",""
"Y60","RL1","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","Plain Radiography","55340.0","0.0","0.0","0.0"
"Y60","RRJ","The Royal Orthopaedic Hospital NHS Foundation Trust","Computerized Axial Tomography","3640.0","22.0","1.0","23.0"
"Y60","RRJ","The Royal Orthopaedic Hospital NHS Foundation Trust","Diagnostic Ultrasonography","4795.0","34.0","0.0","34.0"
"Y60","RRJ","The Royal Orthopaedic Hospital NHS Foundation Trust","Fluoroscopy","3550.0","0.0","0.0","0.0"
"Y60","RRJ","The Royal Orthopaedic Hospital NHS Foundation Trust","Magnetic Resonance Imaging","17455.0","20.0","2.0","22.0"
"Y60","RRJ","The Royal Orthopaedic Hospital NHS Foundation Trust","Nuclear Medicine Procedure","25.0","49.0","47.0","96.0"
"Y60","RRJ","The Royal Orthopaedic Hospital NHS Foundation Trust","Plain Radiography","38690.0","0.0","10.0","10.0"
"Y60","RRJ","The Royal Orthopaedic Hospital NHS Foundation Trust","Positron Emission Tomography","5.0","9.0","25.0","34.0"
"Y60","RRJ","The Royal Orthopaedic Hospital NHS Foundation Trust","Single Photon Emission Computerized Tomography","120.0","44.5","61.0","105.5"
"Y60","RL4","The Royal Wolverhampton NHS Trust","Computerized Axial Tomography","50215.0","3.0","0.0","3.0"
"Y60","RL4","The Royal Wolverhampton NHS Trust","Diagnostic Ultrasonography","64340.0","19.0","0.0","19.0"
"Y60","RL4","The Royal Wolverhampton NHS Trust","Fluoroscopy","10750.0","0.0","0.0","0.0"
"Y60","RL4","The Royal Wolverhampton NHS Trust","Magnetic Resonance Imaging","39705.0","30.0","6.0","36.0"
"Y60","RL4","The Royal Wolverhampton NHS Trust","Nuclear Medicine Procedure","1820.0","28.0","5.0","33.0"
"Y60","RL4","The Royal Wolverhampton NHS Trust","Plain Radiography","175935.0","0.0","1.0","1.0"
"Y60","RL4","The Royal Wolverhampton NHS Trust","Single Photon Emission Computerized Tomography","1290.0","16.0","4.0","20.0"
"Y60","RXW","The Shrewsbury and Telford Hospital NHS Trust","Computerized Axial Tomography","65060.0","0.0","0.0","0.0"
"Y60","RXW","The Shrewsbury and Telford Hospital NHS Trust","Diagnostic Ultrasonography","57495.0","17.0","0.0","17.0"
"Y60","RXW","The Shrewsbury and Telford Hospital NHS Trust","Fluoroscopy","5625.0","0.0","0.0","0.0"
"Y60","RXW","The Shrewsbury and Telford Hospital NHS Trust","Magnetic Resonance Imaging","33015.0","45.0","12.0","57.0"
"Y60","RXW","The Shrewsbury and Telford Hospital NHS Trust","Nuclear Medicine Procedure","1690.0","20.0","7.0","27.0"
"Y60","RXW","The Shrewsbury and Telford Hospital NHS Trust","Plain Radiography","178145.0","0.0","1.0","1.0"
"Y60","RXW","The Shrewsbury and Telford Hospital NHS Trust","Single Photon Emission Computerized Tomography","190.0","68.5","19.0","87.5"
"Y60","RWD","United Lincolnshire Teaching Hospitals NHS Trust","Computerized Axial Tomography","101910.0","1.0","0.0","1.0"
"Y60","RWD","United Lincolnshire Teaching Hospitals NHS Trust","Diagnostic Ultrasonography","149600.0","6.0","0.0","6.0"
"Y60","RWD","United Lincolnshire Teaching Hospitals NHS Trust","Fluoroscopy","9640.0","0.0","0.0","0.0"
"Y60","RWD","United Lincolnshire Teaching Hospitals NHS Trust","Magnetic Resonance Imaging","52330.0","16.0","3.0","19.0"
"Y60","RWD","United Lincolnshire Teaching Hospitals NHS Trust","Nuclear Medicine Procedure","3805.0","30.0","4.0","34.0"
"Y60","RWD","United Lincolnshire Teaching Hospitals NHS Trust","Plain Radiography","277790.0","0.0","0.0","0.0"
"Y60","RWD","United Lincolnshire Teaching Hospitals NHS Trust","Positron Emission Tomography","2730.0","9.0","3.0","12.0"
"Y60","RWD","United Lincolnshire Teaching Hospitals NHS Trust","Single Photon Emission Computerized Tomography","155.0","77.0","6.0","83.0"
"Y60","RRK","University Hospitals Birmingham NHS Foundation Trust","Computerized Axial Tomography","185895.0","1.0","0.0","1.0"
"Y60","RRK","University Hospitals Birmingham NHS Foundation Trust","Diagnostic Ultrasonography","145585.0","8.0","0.0","8.0"
"Y60","RRK","University Hospitals Birmingham NHS Foundation Trust","Fluoroscopy","24695.0","1.0","0.0","1.0"
"Y60","RRK","University Hospitals Birmingham NHS Foundation Trust","Magnetic Resonance Imaging","96425.0","21.0","6.0","27.0"
"Y60","RRK","University Hospitals Birmingham NHS Foundation Trust","Nuclear Medicine Procedure","4945.0","32.0","2.0","34.0"
"Y60","RRK","University Hospitals Birmingham NHS Foundation Trust","Plain Radiography","474075.0","0.0","3.0","3.0"
"Y60","RRK","University Hospitals Birmingham NHS Foundation Trust","Positron Emission Tomography","6035.0","12.0","3.0","15.0"
"Y60","RRK","University Hospitals Birmingham NHS Foundation Trust","Single Photon Emission Computerized Tomography","2885.0","15.0","6.0","21.0"
"Y60","RKB","University Hospitals Coventry and Warwickshire NHS Trust","Computerized Axial Tomography","76885.0","1.0","0.0","1.0"
"Y60","RKB","University Hospitals Coventry and Warwickshire NHS Trust","Diagnostic Ultrasonography","85975.0","31.0","0.0","31.0"
"Y60","RKB","University Hospitals Coventry and Warwickshire NHS Trust","Fluoroscopy","4870.0","5.0","0.0","5.0"
"Y60","RKB","University Hospitals Coventry and Warwickshire NHS Trust","Magnetic Resonance Imaging","67890.0","31.0","6.0","37.0"
"Y60","RKB","University Hospitals Coventry and Warwickshire NHS Trust","Nuclear Medicine Procedure","4270.0","15.0","1.0","16.0"
"Y60","RKB","University Hospitals Coventry and Warwickshire NHS Trust","Plain Radiography","200115.0","0.0","1.0","1.0"
"Y60","RKB","University Hospitals Coventry and Warwickshire NHS Trust","Positron Emission Tomography","3980.0","11.0","3.0","14.0"
"Y60","RKB","University Hospitals Coventry and Warwickshire NHS Trust","Single Photon Emission Computerized Tomography","745.0","26.0","4.0","30.0"
"Y60","RTG","University Hospitals of Derby and Burton NHS Foundation Trust","Computerized Axial Tomography","105020.0","1.0","0.0","1.0"
"Y60","RTG","University Hospitals of Derby and Burton NHS Foundation Trust","Diagnostic Ultrasonography","156240.0","14.0","0.0","14.0"
"Y60","RTG","University Hospitals of Derby and Burton NHS Foundation Trust","Fluoroscopy","17390.0","0.0","0.0","0.0"
"Y60","RTG","University Hospitals of Derby and Burton NHS Foundation Trust","Magnetic Resonance Imaging","61480.0","25.0","2.0","27.0"
"Y60","RTG","University Hospitals of Derby and Burton NHS Foundation Trust","Nuclear Medicine Procedure","4625.0","29.0","1.0","30.0"
"Y60","RTG","University Hospitals of Derby and Burton NHS Foundation Trust","Plain Radiography","355485.0","0.0","1.0","1.0"
"Y60","RTG","University Hospitals of Derby and Burton NHS Foundation Trust","Positron Emission Tomography","1605.0","0.0","3.0","3.0"
"Y60","RTG","University Hospitals of Derby and Burton NHS Foundation Trust","Single Photon Emission Computerized Tomography","1950.0","2.0","0.0","2.0"
"Y60","RWE","University Hospitals of Leicester NHS Trust","Computerized Axial Tomography","113230.0","1.0","0.0","1.0"
"Y60","RWE","University Hospitals of Leicester NHS Trust","Diagnostic Ultrasonography","94805.0","17.0","0.0","17.0"
"Y60","RWE","University Hospitals of Leicester NHS Trust","Fluoroscopy","6435.0","2.0","0.0","2.0"
"Y60","RWE","University Hospitals of Leicester NHS Trust","Magnetic Resonance Imaging","63260.0","41.0","5.0","46.0"
"Y60","RWE","University Hospitals of Leicester NHS Trust","Nuclear Medicine Procedure","4050.0","22.0","4.0","26.0"
"Y60","RWE","University Hospitals of Leicester NHS Trust","Plain Radiography","327285.0","0.0","2.0","2.0"
"Y60","RWE","University Hospitals of Leicester NHS Trust","Positron Emission Tomography","3210.0","7.0","2.0","9.0"
"Y60","RWE","University Hospitals of Leicester NHS Trust","Single Photon Emission Computerized Tomography","2455.0","16.0","3.0","19.0"
"Y60","RJE","University Hospitals of North Midlands NHS Trust","Computerized Axial Tomography","113865.0","1.0","0.0","1.0"
"Y60","RJE","University Hospitals of North Midlands NHS Trust","Diagnostic Ultrasonography","107585.0","14.0","0.0","14.0"
"Y60","RJE","University Hospitals of North Midlands NHS Trust","Fluoroscopy","7355.0","8.0","0.0","8.0"
"Y60","RJE","University Hospitals of North Midlands NHS Trust","Magnetic Resonance Imaging","88775.0","26.0","6.0","32.0"
"Y60","RJE","University Hospitals of North Midlands NHS Trust","Nuclear Medicine Procedure","2895.0","29.0","3.0","32.0"
"Y60","RJE","University Hospitals of North Midlands NHS Trust","Plain Radiography","306525.0","0.0","5.0","5.0"
"Y60","RJE","University Hospitals of North Midlands NHS Trust","Single Photon Emission Computerized Tomography","370.0","51.0","4.0","55.0"
"Y60","RBK","Walsall Healthcare NHS Trust","Computerized Axial Tomography","39370.0","1.0","0.0","1.0"
"Y60","RBK","Walsall Healthcare NHS Trust","Diagnostic Ultrasonography","66340.0","15.0","0.0","15.0"
"Y60","RBK","Walsall Healthcare NHS Trust","Fluoroscopy","2515.0","26.0","0.0","26.0"
"Y60","RBK","Walsall Healthcare NHS Trust","Magnetic Resonance Imaging","27060.0","25.0","7.0","32.0"
"Y60","RBK","Walsall Healthcare NHS Trust","Nuclear Medicine Procedure","1850.0","20.0","2.0","22.0"
"Y60","RBK","Walsall Healthcare NHS Trust","Plain Radiography","99475.0","0.0","0.0","0.0"
"Y60","RWP","Worcestershire Acute Hospitals NHS Trust","Computerized Axial Tomography","87720.0","1.0","0.0","1.0"
"Y60","RWP","Worcestershire Acute Hospitals NHS Trust","Diagnostic Ultrasonography","116790.0","14.0","0.0","14.0"
"Y60","RWP","Worcestershire Acute Hospitals NHS Trust","Fluoroscopy","9130.0","0.0","0.0","0.0"
"Y60","RWP","Worcestershire Acute Hospitals NHS Trust","Magnetic Resonance Imaging","28880.0","13.0","4.0","17.0"
"Y60","RWP","Worcestershire Acute Hospitals NHS Trust","Nuclear Medicine Procedure","2070.0","21.0","1.0","22.0"
"Y60","RWP","Worcestershire Acute Hospitals NHS Trust","Plain Radiography","243235.0","0.0","1.0","1.0"
"Y60","RLQ","Wye Valley NHS Trust","Computerized Axial Tomography","38120.0","1.0","0.0","1.0"
"Y60","RLQ","Wye Valley NHS Trust","Diagnostic Ultrasonography","39135.0","17.0","0.0","17.0"
"Y60","RLQ","Wye Valley NHS Trust","Fluoroscopy","3065.0","2.0","0.0","2.0"
"Y60","RLQ","Wye Valley NHS Trust","Magnetic Resonance Imaging","18165.0","28.0","0.0","28.0"
"Y60","RLQ","Wye Valley NHS Trust","Nuclear Medicine Procedure","1075.0","22.0","2.0","24.0"
"Y60","RLQ","Wye Valley NHS Trust","Plain Radiography","84400.0","0.0","1.0","1.0"
"Y60","RLQ","Wye Valley NHS Trust","Single Photon Emission Computerized Tomography","10.0","4.0","0.0","4.0"
"Y61","NT9","Alliance Medical","Magnetic Resonance Imaging","14040.0","3.0","3.0","6.0"
"Y61","NT9","Alliance Medical","Plain Radiography","17895.0","0.0","1.0","1.0"
"Y61","NT9","Alliance Medical","Positron Emission Tomography","16175.0","10.0","2.0","12.0"
"Y61","RC9","Bedfordshire Hospitals NHS Foundation Trust","Computerized Axial Tomography","85815.0","1.0","0.0","1.0"
"Y61","RC9","Bedfordshire Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","139060.0","26.0","0.0","26.0"
"Y61","RC9","Bedfordshire Hospitals NHS Foundation Trust","Fluoroscopy","9175.0","0.0","0.0","0.0"
"Y61","RC9","Bedfordshire Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","47450.0","15.0","3.0","18.0"
"Y61","RC9","Bedfordshire Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","4935.0","24.0","2.0","26.0"
"Y61","RC9","Bedfordshire Hospitals NHS Foundation Trust","Plain Radiography","245655.0","0.0","2.0","2.0"
"Y61","RC9","Bedfordshire Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","965.0","10.0","2.0","12.0"
